url,type,text,imgs,author,time,location
https://www.douban.com/group/topic/298463910/,正文,,https://img9.doubanio.com/view/group_topic/l/public/p634048036.webp,牧云放野,2023-11-29 18:50:22,浙江
https://www.douban.com/group/topic/298463910/,评论,不做鱼生浪费哦,,螺蛳粉momo,2023-11-29 19:23:25,广西
https://www.douban.com/group/topic/298463910/,评论,一看到ip就明了了，哈哈哈,,牧云放野,2023-11-29 19:29:20,浙江
https://www.douban.com/group/topic/298463910/,评论,做的不错啊。,,小面包,2023-11-29 20:41:19,内蒙古
https://www.douban.com/group/topic/298463910/,评论,哈哈，还行,,牧云放野,2023-11-29 21:09:39,浙江
https://www.douban.com/group/topic/298463910/,评论,这个鱼叫什么,,momo,2023-11-29 22:14:51,福建
https://www.douban.com/group/topic/298463910/,评论,翘嘴,,牧云放野,2023-11-29 22:25:24,浙江
https://www.douban.com/group/topic/298463910/,评论,原来这就是翘嘴,,momo,2023-11-29 23:03:14,福建
https://www.douban.com/group/topic/298463910/,评论,看到前两张照片心里就在猜是不是江浙了,,Maverick💫,2023-11-30 06:00:46,安徽
https://www.douban.com/group/topic/298463910/,评论,超级好吃的鱼，湖北叫翘嘴白，我们煎着吃的多~,,三碗不过岗,2023-11-30 08:29:54,广东
https://www.douban.com/group/topic/298463910/,评论,是的，很鲜美,,牧云放野,2023-11-30 08:44:41,浙江
https://www.douban.com/group/topic/298463910/,评论,这鱼还挺好看,,sasha,2023-11-30 09:26:38,四川
https://www.douban.com/group/topic/298463910/,评论,图一感觉很好吃,,西柚uu,2023-11-30 09:43:43,辽宁
https://www.douban.com/group/topic/298463910/,评论,看起来很好吃,,妙妙爱猫猫,2023-11-30 09:47:06,安徽
https://www.douban.com/group/topic/298463910/,评论,广东哪里能买到？,,S,2023-11-30 10:29:55,广东
https://www.douban.com/group/topic/298463910/,评论,很难，只在市场上看到过一次。,,三碗不过岗,2023-11-30 10:32:19,广东
